Timestamp,Server,Severity,Message,Infogérant,Application,Environment
2024-08-12 21:25:06.124639,Server4,CRITICAL,Server is on fire,InfogérantB,App2,Staging
2024-08-12 13:01:06.124639,Server2,WARNING,Unusual login activity detected.,InfogérantA,App4,Production
2024-08-11 17:54:06.124639,Server3,WARNING,Unusual login activity detected.,InfogérantA,App2,Production
2024-08-14 13:42:06.124639,Server3,CRITICAL,Critical security vulnerability detected.,InfogérantA,App4,Production
2024-08-15 16:12:06.124639,Server4,CRITICAL,Critical security vulnerability detected.,InfogérantC,App2,Production
2024-08-12 07:50:06.124639,Server4,ERROR,Application crashed.,InfogérantA,App2,Staging
2024-08-10 23:26:06.124639,Server5,CRITICAL,Critical security vulnerability detected.,InfogérantA,App1,Staging
2024-08-15 20:32:06.124639,Server5,INFO,System running smoothly.,InfogérantA,App4,Production
2024-08-16 19:27:06.124639,Server1,ERROR,Service unavailable.,InfogérantA,App3,Staging
2024-08-17 06:59:06.124639,Server4,WARNING,Load average running high,InfogérantB,App3,Development
2024-08-12 06:04:06.124639,Server4,WARNING,Disk space running low.,InfogérantA,App2,Staging
2024-08-15 00:16:06.124639,Server3,CRITICAL,System overload imminent.,InfogérantC,App4,Development
2024-08-16 08:58:06.124639,Server2,INFO,Restart performed successfully,InfogérantA,App3,Staging
2024-08-11 11:48:06.124639,Server1,INFO,Backup successful.,InfogérantC,App4,Development
2024-08-14 04:26:06.124639,Server2,ERROR,FileSystem saturated,InfogérantC,App2,Development
2024-08-13 23:59:06.124639,Server3,INFO,Restart performed successfully,InfogérantA,App3,Staging
2024-08-17 02:05:06.124639,Server1,WARNING,Unusual login activity detected.,InfogérantC,App3,Production
2024-08-14 03:06:06.124639,Server3,WARNING,High memory usage detected.,InfogérantA,App1,Staging
2024-08-17 05:59:06.124639,Server3,WARNING,High memory usage detected.,InfogérantC,App2,Staging
2024-08-15 03:25:06.124639,Server3,WARNING,Disk space running low.,InfogérantC,App3,Development
2024-08-15 07:10:06.124639,Server3,WARNING,MySQL response time slow,InfogérantC,App3,Development
2024-08-13 18:01:06.124639,Server3,INFO,Update was successful,InfogérantB,App2,Production
2024-08-11 19:45:06.124639,Server4,CRITICAL,Critical security vulnerability detected.,InfogérantC,App4,Development
2024-08-11 06:25:06.124639,Server2,INFO,System running smoothly.,InfogérantC,App3,Development
2024-08-10 14:37:06.124639,Server2,ERROR,Service unavailable.,InfogérantC,App2,Staging
2024-08-14 16:45:06.124639,Server5,INFO,Update was successful,InfogérantC,App4,Development
2024-08-10 22:41:06.124639,Server3,INFO,Routine check completed.,InfogérantB,App3,Staging
2024-08-12 00:51:06.124639,Server5,INFO,System running smoothly.,InfogérantC,App4,Staging
2024-08-14 12:00:06.124639,Server4,ERROR,Service unavailable.,InfogérantC,App3,Production
2024-08-16 22:14:06.124639,Server3,CRITICAL,System bricked,InfogérantA,App2,Staging
2024-08-14 10:18:06.124639,Server3,WARNING,High memory usage detected.,InfogérantB,App2,Production
2024-08-16 08:17:06.124639,Server4,INFO,Routine check completed.,InfogérantA,App1,Production
2024-08-16 07:07:06.124639,Server1,WARNING,Unusual login activity detected.,InfogérantA,App2,Staging
2024-08-10 23:51:06.124639,Server1,WARNING,MySQL response time slow,InfogérantC,App2,Production
2024-08-12 19:34:06.124639,Server3,ERROR,Server unresponsive,InfogérantB,App1,Development
2024-08-16 14:29:06.124639,Server1,WARNING,Load average running high,InfogérantC,App1,Staging
2024-08-14 18:42:06.124639,Server1,ERROR,Database connection lost.,InfogérantA,App3,Staging
2024-08-16 13:17:06.124639,Server4,ERROR,Database connection lost.,InfogérantB,App3,Staging
2024-08-12 16:14:06.124639,Server1,ERROR,Service unavailable.,InfogérantC,App3,Development
2024-08-17 12:18:06.124639,Server3,WARNING,Load average running high,InfogérantC,App1,Development
2024-08-13 19:17:06.124639,Server5,CRITICAL,Server is on fire,InfogérantB,App2,Staging
2024-08-13 02:13:06.124639,Server2,ERROR,Application crashed.,InfogérantB,App2,Development
2024-08-16 22:10:06.124639,Server3,INFO,Backup successful.,InfogérantB,App3,Staging
2024-08-15 18:02:06.124639,Server2,CRITICAL,Data corruption detected.,InfogérantA,App4,Staging
2024-08-16 06:25:06.124639,Server5,INFO,Routine check completed.,InfogérantC,App2,Staging
2024-08-14 05:50:06.124639,Server4,WARNING,Disk space running low.,InfogérantB,App2,Production
2024-08-12 07:35:06.124639,Server4,CRITICAL,System bricked,InfogérantA,App1,Production
2024-08-13 22:53:06.124639,Server1,CRITICAL,System bricked,InfogérantB,App4,Production
2024-08-11 01:41:06.124639,Server2,CRITICAL,Critical security vulnerability detected.,InfogérantA,App3,Development
2024-08-17 02:34:06.124639,Server1,CRITICAL,Critical security vulnerability detected.,InfogérantA,App2,Production
2024-08-13 04:01:06.124639,Server2,CRITICAL,System overload imminent.,InfogérantA,App3,Development
2024-08-12 12:29:06.124639,Server1,INFO,Restart performed successfully,InfogérantA,App3,Development
2024-08-14 13:23:06.124639,Server2,ERROR,FileSystem saturated,InfogérantA,App4,Staging
2024-08-13 07:45:06.124639,Server1,WARNING,MySQL response time slow,InfogérantA,App2,Staging
2024-08-14 13:49:06.124639,Server3,CRITICAL,System overload imminent.,InfogérantB,App4,Production
2024-08-11 14:53:06.124639,Server2,ERROR,Database connection lost.,InfogérantC,App1,Staging
2024-08-12 14:34:06.124639,Server1,WARNING,Disk space running low.,InfogérantC,App2,Development
2024-08-11 12:51:06.124639,Server2,INFO,Routine check completed.,InfogérantA,App3,Production
2024-08-15 05:16:06.124639,Server5,ERROR,Service unavailable.,InfogérantA,App4,Development
2024-08-10 15:27:06.124639,Server4,ERROR,Server unresponsive,InfogérantB,App3,Production
2024-08-13 16:16:06.124639,Server1,INFO,System running smoothly.,InfogérantA,App3,Staging
2024-08-13 13:48:06.124639,Server3,WARNING,Disk space running low.,InfogérantA,App3,Staging
2024-08-11 04:42:06.124639,Server5,CRITICAL,System overload imminent.,InfogérantC,App1,Development
2024-08-16 15:09:06.124639,Server3,WARNING,MySQL response time slow,InfogérantC,App4,Development
2024-08-14 09:53:06.124639,Server3,WARNING,Disk space running low.,InfogérantA,App1,Production
2024-08-17 10:43:06.124639,Server3,INFO,Routine check completed.,InfogérantA,App1,Development
2024-08-14 17:38:06.124639,Server2,ERROR,Application crashed.,InfogérantB,App3,Development
2024-08-13 18:35:06.124639,Server2,CRITICAL,Data corruption detected.,InfogérantB,App2,Production
2024-08-16 10:09:06.124639,Server1,INFO,Routine check completed.,InfogérantA,App1,Staging
2024-08-14 09:12:06.124639,Server1,ERROR,FileSystem saturated,InfogérantC,App4,Staging
2024-08-10 15:01:06.124639,Server2,ERROR,Application crashed.,InfogérantC,App4,Production
2024-08-10 22:36:06.124639,Server4,WARNING,MySQL response time slow,InfogérantC,App4,Staging
2024-08-12 16:37:06.124639,Server2,INFO,Routine check completed.,InfogérantB,App1,Development
2024-08-11 15:53:06.124639,Server4,WARNING,Disk space running low.,InfogérantC,App1,Development
2024-08-12 21:34:06.124639,Server3,WARNING,MySQL response time slow,InfogérantA,App3,Production
2024-08-10 21:50:06.124639,Server1,WARNING,Unusual login activity detected.,InfogérantB,App3,Production
2024-08-16 10:48:06.124639,Server5,INFO,Update was successful,InfogérantA,App2,Development
2024-08-15 16:57:06.124639,Server3,INFO,Update was successful,InfogérantA,App2,Development
2024-08-13 15:09:06.124639,Server3,INFO,Routine check completed.,InfogérantB,App2,Production
2024-08-15 14:48:06.124639,Server4,INFO,Restart performed successfully,InfogérantB,App4,Staging
2024-08-11 13:02:06.124639,Server3,INFO,Routine check completed.,InfogérantC,App2,Production
2024-08-14 10:02:06.124639,Server5,CRITICAL,System overload imminent.,InfogérantC,App1,Production
2024-08-16 11:23:06.124639,Server2,WARNING,High memory usage detected.,InfogérantA,App2,Production
2024-08-11 23:18:06.124639,Server4,ERROR,Application crashed.,InfogérantC,App4,Production
2024-08-11 11:28:06.124639,Server5,INFO,Routine check completed.,InfogérantB,App4,Production
2024-08-11 11:10:06.124639,Server3,CRITICAL,Data corruption detected.,InfogérantC,App3,Staging
2024-08-15 06:39:06.124639,Server5,WARNING,Load average running high,InfogérantA,App4,Production
2024-08-13 04:47:06.124639,Server5,INFO,Backup successful.,InfogérantB,App2,Staging
2024-08-17 09:04:06.124639,Server3,INFO,Update was successful,InfogérantC,App1,Development
2024-08-12 13:19:06.124639,Server5,INFO,Routine check completed.,InfogérantA,App3,Staging
2024-08-12 18:07:06.124639,Server4,ERROR,Application crashed.,InfogérantC,App4,Staging
2024-08-12 03:04:06.124639,Server4,CRITICAL,System overload imminent.,InfogérantA,App3,Development
2024-08-10 21:59:06.124639,Server4,CRITICAL,System bricked,InfogérantC,App3,Production
2024-08-13 15:16:06.124639,Server5,WARNING,Unusual login activity detected.,InfogérantC,App4,Development
2024-08-16 21:24:06.124639,Server4,CRITICAL,Server is on fire,InfogérantC,App4,Staging
2024-08-16 15:50:06.124639,Server2,WARNING,Load average running high,InfogérantC,App3,Development
2024-08-11 06:44:06.124639,Server3,WARNING,Unusual login activity detected.,InfogérantC,App2,Production
2024-08-14 02:09:06.124639,Server1,CRITICAL,System bricked,InfogérantC,App1,Staging
2024-08-13 03:49:06.124639,Server3,INFO,Backup successful.,InfogérantB,App1,Production
2024-08-16 21:45:06.124639,Server4,ERROR,Service unavailable.,InfogérantB,App1,Production
2024-08-15 03:49:06.124639,Server2,CRITICAL,Critical security vulnerability detected.,InfogérantB,App2,Staging
2024-08-15 05:58:06.124639,Server2,ERROR,FileSystem saturated,InfogérantB,App3,Staging
2024-08-13 01:52:06.124639,Server5,WARNING,High memory usage detected.,InfogérantC,App4,Production
2024-08-14 09:28:06.124639,Server5,ERROR,Service unavailable.,InfogérantA,App2,Production
2024-08-11 07:17:06.124639,Server1,INFO,Backup successful.,InfogérantB,App1,Development
2024-08-11 08:09:06.124639,Server3,WARNING,Disk space running low.,InfogérantA,App1,Staging
2024-08-16 14:17:06.124639,Server1,ERROR,FileSystem saturated,InfogérantA,App1,Development
2024-08-16 22:03:06.124639,Server4,ERROR,Database connection lost.,InfogérantA,App4,Development
2024-08-13 11:37:06.124639,Server1,WARNING,Unusual login activity detected.,InfogérantA,App2,Staging
2024-08-11 20:24:06.124639,Server4,ERROR,Application crashed.,InfogérantA,App4,Production
2024-08-13 02:11:06.124639,Server5,ERROR,Service unavailable.,InfogérantC,App2,Production
2024-08-14 21:01:06.124639,Server5,CRITICAL,Server is on fire,InfogérantB,App2,Development
2024-08-15 17:36:06.124639,Server1,WARNING,High memory usage detected.,InfogérantC,App3,Production
2024-08-15 18:10:06.124639,Server4,INFO,Backup successful.,InfogérantA,App1,Development
2024-08-16 11:40:06.124639,Server1,ERROR,Service unavailable.,InfogérantB,App3,Staging
2024-08-16 10:55:06.124639,Server3,ERROR,Application crashed.,InfogérantA,App2,Staging
2024-08-15 14:40:06.124639,Server3,CRITICAL,Server is on fire,InfogérantC,App4,Staging
2024-08-17 03:53:06.124639,Server3,CRITICAL,System bricked,InfogérantC,App3,Production
2024-08-13 00:38:06.124639,Server4,CRITICAL,System overload imminent.,InfogérantA,App1,Staging
2024-08-14 18:43:06.124639,Server3,INFO,Backup successful.,InfogérantA,App4,Staging
2024-08-15 22:41:06.124639,Server3,ERROR,FileSystem saturated,InfogérantA,App3,Development
2024-08-16 04:32:06.124639,Server2,INFO,Restart performed successfully,InfogérantA,App2,Production
2024-08-11 10:03:06.124639,Server2,WARNING,Unusual login activity detected.,InfogérantA,App2,Production
2024-08-16 13:43:06.124639,Server1,ERROR,Database connection lost.,InfogérantC,App1,Development
2024-08-12 00:31:06.124639,Server5,INFO,Routine check completed.,InfogérantB,App3,Staging
2024-08-14 14:22:06.124639,Server4,ERROR,Service unavailable.,InfogérantC,App4,Development
2024-08-13 23:58:06.124639,Server4,WARNING,High memory usage detected.,InfogérantA,App3,Production
2024-08-16 18:52:06.124639,Server2,INFO,Routine check completed.,InfogérantB,App1,Staging
2024-08-12 11:21:06.124639,Server1,INFO,Update was successful,InfogérantB,App1,Development
2024-08-14 11:49:06.124639,Server5,CRITICAL,Server is on fire,InfogérantB,App4,Production
2024-08-17 04:11:06.124639,Server4,INFO,System running smoothly.,InfogérantA,App2,Development
2024-08-13 18:29:06.124639,Server5,INFO,Routine check completed.,InfogérantC,App4,Staging
2024-08-13 13:28:06.124639,Server4,WARNING,High memory usage detected.,InfogérantB,App4,Development
2024-08-13 16:35:06.124639,Server5,ERROR,Application crashed.,InfogérantC,App2,Development
2024-08-12 09:08:06.124639,Server4,WARNING,Unusual login activity detected.,InfogérantB,App2,Production
2024-08-15 05:27:06.124639,Server1,INFO,Restart performed successfully,InfogérantA,App2,Development
2024-08-12 22:59:06.124639,Server2,ERROR,Server unresponsive,InfogérantC,App2,Production
2024-08-16 13:27:06.124639,Server3,WARNING,Load average running high,InfogérantA,App2,Production
2024-08-13 19:57:06.124639,Server1,WARNING,Unusual login activity detected.,InfogérantC,App3,Staging
2024-08-11 04:13:06.124639,Server4,WARNING,High memory usage detected.,InfogérantA,App3,Development
2024-08-14 21:08:06.124639,Server3,INFO,System running smoothly.,InfogérantB,App4,Development
2024-08-11 16:19:06.124639,Server2,ERROR,Database connection lost.,InfogérantC,App2,Staging
2024-08-14 16:50:06.124639,Server4,WARNING,Load average running high,InfogérantC,App1,Staging
2024-08-16 08:30:06.124639,Server1,ERROR,FileSystem saturated,InfogérantB,App2,Development
2024-08-12 18:31:06.124639,Server4,WARNING,Load average running high,InfogérantA,App4,Staging
2024-08-16 19:10:06.124639,Server4,ERROR,Service unavailable.,InfogérantB,App3,Development
2024-08-12 01:09:06.124639,Server2,INFO,System running smoothly.,InfogérantA,App1,Staging
2024-08-12 12:51:06.124639,Server2,WARNING,Unusual login activity detected.,InfogérantC,App3,Development
2024-08-11 08:01:06.124639,Server4,WARNING,Disk space running low.,InfogérantC,App4,Development
2024-08-11 05:30:06.124639,Server2,WARNING,Load average running high,InfogérantC,App1,Development
2024-08-10 14:33:06.124639,Server1,ERROR,FileSystem saturated,InfogérantB,App2,Staging
2024-08-10 17:33:06.124639,Server5,ERROR,Service unavailable.,InfogérantB,App1,Staging
2024-08-11 20:23:06.124639,Server1,CRITICAL,System overload imminent.,InfogérantC,App1,Production
2024-08-13 03:57:06.124639,Server1,ERROR,Database connection lost.,InfogérantC,App2,Staging
2024-08-15 12:32:06.124639,Server1,WARNING,Unusual login activity detected.,InfogérantB,App4,Production
2024-08-16 08:11:06.124639,Server2,WARNING,Disk space running low.,InfogérantA,App4,Development
2024-08-10 19:50:06.124639,Server1,WARNING,Unusual login activity detected.,InfogérantC,App4,Production
2024-08-16 03:56:06.124639,Server2,CRITICAL,Critical security vulnerability detected.,InfogérantC,App1,Development
2024-08-16 20:28:06.124639,Server3,ERROR,Database connection lost.,InfogérantA,App2,Production
2024-08-11 22:30:06.124639,Server5,INFO,Update was successful,InfogérantC,App4,Production
2024-08-11 22:12:06.124639,Server3,CRITICAL,Critical security vulnerability detected.,InfogérantA,App4,Staging
2024-08-10 15:32:06.124639,Server3,INFO,Backup successful.,InfogérantB,App1,Development
2024-08-12 15:25:06.124639,Server1,ERROR,Server unresponsive,InfogérantC,App2,Production
2024-08-17 02:00:06.124639,Server5,CRITICAL,Data corruption detected.,InfogérantA,App1,Production
2024-08-13 19:09:06.124639,Server4,WARNING,High memory usage detected.,InfogérantC,App4,Staging
2024-08-12 10:49:06.124639,Server5,CRITICAL,Server is on fire,InfogérantC,App3,Production
2024-08-16 22:35:06.124639,Server3,INFO,Routine check completed.,InfogérantA,App3,Development
2024-08-10 20:19:06.124639,Server3,CRITICAL,Server is on fire,InfogérantC,App1,Development
2024-08-13 17:10:06.124639,Server1,CRITICAL,System overload imminent.,InfogérantB,App3,Production
2024-08-13 09:49:06.124639,Server4,ERROR,Service unavailable.,InfogérantC,App3,Staging
2024-08-11 10:44:06.124639,Server4,WARNING,Disk space running low.,InfogérantC,App4,Production
2024-08-13 13:10:06.124639,Server1,CRITICAL,Server is on fire,InfogérantA,App2,Staging
2024-08-15 05:21:06.124639,Server2,ERROR,Service unavailable.,InfogérantC,App1,Development
2024-08-15 17:45:06.124639,Server2,WARNING,Load average running high,InfogérantC,App1,Production
2024-08-15 05:40:06.124639,Server2,ERROR,Service unavailable.,InfogérantC,App3,Development
2024-08-14 13:00:06.124639,Server1,INFO,Update was successful,InfogérantC,App3,Production
2024-08-13 02:09:06.124639,Server3,INFO,Backup successful.,InfogérantC,App3,Development
2024-08-14 21:53:06.124639,Server5,CRITICAL,System overload imminent.,InfogérantB,App3,Development
2024-08-12 22:55:06.124639,Server4,INFO,System running smoothly.,InfogérantC,App3,Staging
2024-08-15 16:06:06.124639,Server4,CRITICAL,Server is on fire,InfogérantC,App2,Staging
2024-08-12 20:09:06.124639,Server3,CRITICAL,System overload imminent.,InfogérantB,App2,Production
2024-08-14 20:35:06.124639,Server4,ERROR,FileSystem saturated,InfogérantC,App4,Staging
2024-08-10 16:28:06.124639,Server1,WARNING,Unusual login activity detected.,InfogérantA,App4,Development
2024-08-16 17:33:06.124639,Server2,WARNING,Disk space running low.,InfogérantB,App2,Development
2024-08-12 05:15:06.124639,Server4,ERROR,Application crashed.,InfogérantA,App3,Staging
2024-08-13 18:40:06.124639,Server1,WARNING,MySQL response time slow,InfogérantA,App3,Development
2024-08-15 04:23:06.124639,Server2,INFO,Restart performed successfully,InfogérantC,App3,Development
2024-08-12 17:42:06.124639,Server3,ERROR,Application crashed.,InfogérantC,App3,Production
2024-08-12 15:36:06.124639,Server3,ERROR,Application crashed.,InfogérantA,App4,Development
2024-08-14 08:49:06.124639,Server4,CRITICAL,Server is on fire,InfogérantB,App2,Staging
2024-08-12 15:18:06.124639,Server3,INFO,Backup successful.,InfogérantC,App3,Development
2024-08-12 11:03:06.124639,Server1,ERROR,Database connection lost.,InfogérantB,App3,Development
2024-08-17 09:35:06.124639,Server2,ERROR,Database connection lost.,InfogérantB,App1,Staging
2024-08-13 12:33:06.124639,Server3,WARNING,MySQL response time slow,InfogérantA,App1,Staging
2024-08-15 10:12:06.124639,Server3,CRITICAL,System overload imminent.,InfogérantB,App4,Production
2024-08-13 16:48:06.124639,Server4,WARNING,MySQL response time slow,InfogérantA,App4,Staging
2024-08-12 04:10:06.124639,Server1,CRITICAL,System overload imminent.,InfogérantB,App4,Development
2024-08-13 17:54:06.124639,Server2,CRITICAL,System bricked,InfogérantA,App1,Staging
2024-08-16 16:36:06.124639,Server3,WARNING,Load average running high,InfogérantC,App3,Staging
2024-08-14 12:58:06.124639,Server5,CRITICAL,System overload imminent.,InfogérantA,App4,Staging
2024-08-13 08:43:06.124639,Server4,WARNING,Disk space running low.,InfogérantA,App4,Production
2024-08-14 02:36:06.124639,Server5,INFO,Routine check completed.,InfogérantA,App1,Development
2024-08-13 19:37:06.124639,Server1,INFO,Routine check completed.,InfogérantB,App4,Development
2024-08-12 09:53:06.124639,Server3,WARNING,Disk space running low.,InfogérantA,App4,Staging
2024-08-14 21:28:06.124639,Server1,WARNING,Load average running high,InfogérantA,App3,Staging
2024-08-11 20:50:06.124639,Server3,INFO,Backup successful.,InfogérantA,App4,Staging
2024-08-15 10:37:06.124639,Server5,ERROR,Server unresponsive,InfogérantC,App2,Production
2024-08-13 19:16:06.124639,Server1,WARNING,MySQL response time slow,InfogérantC,App2,Development
2024-08-10 18:55:06.124639,Server3,CRITICAL,Data corruption detected.,InfogérantB,App4,Production
2024-08-15 06:53:06.124639,Server5,WARNING,MySQL response time slow,InfogérantA,App4,Development
2024-08-12 04:54:06.124639,Server3,WARNING,Disk space running low.,InfogérantB,App1,Production
2024-08-15 21:11:06.124639,Server4,CRITICAL,System overload imminent.,InfogérantC,App1,Development
2024-08-13 18:19:06.124639,Server5,INFO,Restart performed successfully,InfogérantB,App3,Staging
2024-08-14 05:23:06.124639,Server4,ERROR,Application crashed.,InfogérantC,App2,Development
2024-08-13 16:12:06.124639,Server1,INFO,Backup successful.,InfogérantC,App4,Development
2024-08-12 07:28:06.124639,Server2,CRITICAL,System bricked,InfogérantA,App4,Development
2024-08-14 12:51:06.124639,Server4,ERROR,FileSystem saturated,InfogérantC,App3,Production
2024-08-12 10:44:06.124639,Server4,CRITICAL,Critical security vulnerability detected.,InfogérantC,App3,Production
2024-08-11 03:38:06.124639,Server2,INFO,Update was successful,InfogérantB,App3,Staging
2024-08-14 20:59:06.124639,Server1,ERROR,Database connection lost.,InfogérantB,App4,Development
2024-08-17 02:12:06.124639,Server1,INFO,System running smoothly.,InfogérantC,App1,Development
2024-08-15 17:55:06.124639,Server1,INFO,Restart performed successfully,InfogérantA,App4,Production
2024-08-16 12:31:06.124639,Server1,CRITICAL,Data corruption detected.,InfogérantB,App3,Staging
2024-08-16 20:15:06.124639,Server1,INFO,Restart performed successfully,InfogérantA,App2,Production
2024-08-15 04:39:06.124639,Server4,ERROR,Database connection lost.,InfogérantC,App2,Staging
2024-08-13 11:15:06.124639,Server5,ERROR,FileSystem saturated,InfogérantA,App3,Production
2024-08-16 02:44:06.124639,Server1,INFO,Update was successful,InfogérantB,App3,Development
2024-08-17 07:39:06.124639,Server3,CRITICAL,Critical security vulnerability detected.,InfogérantB,App1,Production
2024-08-12 10:29:06.124639,Server3,WARNING,Disk space running low.,InfogérantC,App1,Development
2024-08-15 10:40:06.124639,Server3,ERROR,FileSystem saturated,InfogérantC,App1,Development
2024-08-10 21:08:06.124639,Server3,INFO,System running smoothly.,InfogérantB,App2,Production
2024-08-12 19:38:06.124639,Server4,ERROR,Service unavailable.,InfogérantA,App1,Staging
2024-08-13 19:22:06.124639,Server5,WARNING,MySQL response time slow,InfogérantB,App2,Development
2024-08-12 16:15:06.124639,Server2,INFO,Update was successful,InfogérantB,App1,Staging
2024-08-14 13:14:06.124639,Server3,ERROR,Service unavailable.,InfogérantC,App4,Production
2024-08-13 16:27:06.124639,Server3,INFO,Routine check completed.,InfogérantC,App4,Staging
2024-08-10 16:30:06.124639,Server1,ERROR,Server unresponsive,InfogérantB,App3,Development
2024-08-12 20:35:06.124639,Server4,CRITICAL,System bricked,InfogérantB,App3,Staging
2024-08-13 06:55:06.124639,Server4,CRITICAL,Critical security vulnerability detected.,InfogérantA,App4,Development
2024-08-16 08:36:06.124639,Server5,INFO,Routine check completed.,InfogérantB,App4,Development
2024-08-17 09:08:06.124639,Server4,INFO,System running smoothly.,InfogérantC,App4,Staging
2024-08-13 17:02:06.124639,Server2,ERROR,FileSystem saturated,InfogérantC,App2,Development
2024-08-14 01:57:06.124639,Server4,CRITICAL,Server is on fire,InfogérantB,App3,Production
2024-08-16 16:13:06.124639,Server3,WARNING,Disk space running low.,InfogérantB,App2,Production
2024-08-16 14:46:06.124639,Server2,ERROR,Application crashed.,InfogérantA,App4,Development
2024-08-17 00:22:06.124639,Server3,INFO,Restart performed successfully,InfogérantB,App2,Production
2024-08-12 08:13:06.124639,Server3,INFO,Routine check completed.,InfogérantC,App4,Development
2024-08-17 05:22:06.124639,Server1,WARNING,Load average running high,InfogérantA,App2,Production
2024-08-12 20:01:06.124639,Server2,CRITICAL,Server is on fire,InfogérantB,App1,Staging
2024-08-15 21:13:06.124639,Server2,ERROR,Service unavailable.,InfogérantC,App4,Production
2024-08-16 07:51:06.124639,Server3,INFO,Backup successful.,InfogérantB,App3,Staging
2024-08-11 12:00:06.124639,Server5,INFO,Backup successful.,InfogérantA,App3,Staging
2024-08-14 17:59:06.124639,Server5,WARNING,Load average running high,InfogérantA,App2,Development
2024-08-14 14:55:06.124639,Server3,INFO,Restart performed successfully,InfogérantB,App2,Staging
2024-08-15 11:31:06.124639,Server5,ERROR,Server unresponsive,InfogérantB,App3,Development
2024-08-14 18:07:06.124639,Server2,CRITICAL,System overload imminent.,InfogérantC,App2,Development
2024-08-14 21:40:06.124639,Server4,WARNING,MySQL response time slow,InfogérantC,App2,Development
2024-08-14 14:32:06.124639,Server5,WARNING,High memory usage detected.,InfogérantC,App4,Development
2024-08-12 13:03:06.124639,Server4,INFO,System running smoothly.,InfogérantA,App1,Staging
2024-08-12 21:51:06.124639,Server2,WARNING,Load average running high,InfogérantC,App3,Development
2024-08-17 00:26:06.124639,Server5,INFO,System running smoothly.,InfogérantA,App3,Production
2024-08-16 21:58:06.124639,Server2,INFO,System running smoothly.,InfogérantB,App4,Development
2024-08-14 08:46:06.124639,Server4,WARNING,Unusual login activity detected.,InfogérantB,App4,Development
2024-08-11 01:06:06.124639,Server5,WARNING,Unusual login activity detected.,InfogérantB,App2,Staging
2024-08-12 13:26:06.124639,Server1,CRITICAL,System overload imminent.,InfogérantA,App3,Staging
2024-08-15 19:42:06.124639,Server1,WARNING,MySQL response time slow,InfogérantA,App1,Staging
2024-08-17 08:26:06.124639,Server3,WARNING,Unusual login activity detected.,InfogérantC,App3,Development
2024-08-12 09:33:06.124639,Server4,WARNING,Load average running high,InfogérantB,App4,Production
2024-08-14 02:53:06.124639,Server1,CRITICAL,Server is on fire,InfogérantA,App1,Production
2024-08-12 16:45:06.124639,Server3,INFO,System running smoothly.,InfogérantB,App2,Staging
2024-08-13 16:55:06.124639,Server1,WARNING,Unusual login activity detected.,InfogérantA,App2,Staging
2024-08-14 20:00:06.124639,Server5,CRITICAL,Data corruption detected.,InfogérantA,App1,Development
2024-08-16 05:39:06.124639,Server2,INFO,Backup successful.,InfogérantC,App1,Development
2024-08-13 09:07:06.124639,Server3,INFO,Backup successful.,InfogérantC,App2,Development
2024-08-17 11:54:06.124639,Server5,ERROR,Database connection lost.,InfogérantA,App3,Staging
2024-08-11 18:15:06.124639,Server3,CRITICAL,Data corruption detected.,InfogérantC,App2,Production
2024-08-15 03:50:06.124639,Server1,CRITICAL,Server is on fire,InfogérantC,App4,Production
2024-08-11 04:35:06.124639,Server4,ERROR,FileSystem saturated,InfogérantB,App2,Production
2024-08-16 01:46:06.124639,Server2,CRITICAL,Server is on fire,InfogérantA,App1,Development
2024-08-15 05:25:06.124639,Server1,ERROR,Application crashed.,InfogérantA,App2,Production
2024-08-17 09:23:06.124639,Server3,CRITICAL,System bricked,InfogérantA,App2,Staging
2024-08-12 09:12:06.124639,Server1,ERROR,Application crashed.,InfogérantB,App4,Production
2024-08-11 04:23:06.124639,Server4,CRITICAL,Critical security vulnerability detected.,InfogérantC,App3,Development
2024-08-14 10:11:06.124639,Server5,INFO,Update was successful,InfogérantB,App4,Development
2024-08-14 19:06:06.124639,Server5,INFO,Backup successful.,InfogérantA,App1,Staging
2024-08-17 11:29:06.124639,Server2,WARNING,Disk space running low.,InfogérantC,App2,Development
2024-08-11 16:04:06.124639,Server3,INFO,System running smoothly.,InfogérantB,App3,Staging
2024-08-12 14:31:06.124639,Server2,ERROR,Service unavailable.,InfogérantC,App1,Staging
2024-08-14 05:41:06.124639,Server4,WARNING,High memory usage detected.,InfogérantA,App1,Staging
2024-08-12 21:40:06.124639,Server2,CRITICAL,Critical security vulnerability detected.,InfogérantA,App3,Staging
2024-08-14 18:53:06.124639,Server4,CRITICAL,Data corruption detected.,InfogérantB,App4,Staging
2024-08-10 17:10:06.124639,Server3,WARNING,Disk space running low.,InfogérantC,App4,Staging
2024-08-14 20:40:06.124639,Server5,INFO,Update was successful,InfogérantB,App2,Staging
2024-08-14 16:50:06.124639,Server4,INFO,Restart performed successfully,InfogérantA,App1,Production
2024-08-16 20:14:06.124639,Server5,WARNING,Disk space running low.,InfogérantB,App2,Staging
2024-08-10 16:23:06.124639,Server4,INFO,Backup successful.,InfogérantB,App1,Production
2024-08-12 16:58:06.124639,Server5,INFO,Update was successful,InfogérantA,App4,Development
2024-08-15 19:44:06.124639,Server2,INFO,Backup successful.,InfogérantC,App2,Staging
2024-08-15 03:25:06.124639,Server2,ERROR,FileSystem saturated,InfogérantC,App4,Development
